0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
-270.8671875,143.59506225585938,-44.89207458496094,-3.243356227874756,-0.7871827483177185,-27.849971771240234,-25.315053939819336,-26.633018493652344,-20.049318313598633,-13.229247093200684,-16.378765106201172,-12.205195426940918,-10.573058128356934,931.7963651620586,0.05221361152092275,A
-261.2149963378906,135.0204620361328,-53.14939880371094,-16.213659286499023,-9.548076629638672,-22.427732467651367,-29.13011932373047,-36.972084045410156,-7.282977104187012,-4.955956935882568,-20.805179595947266,-12.034638404846191,-9.708307266235352,1054.151108457972,0.06758159087943633,A
-309.91937255859375,131.3547821044922,-38.84003829956055,-20.749691009521484,-3.391589879989624,-9.123308181762695,-20.315736770629883,-33.893226623535156,-19.81218147277832,-6.401796817779541,-15.234444618225098,-6.395495414733887,-11.44272518157959,1037.6502589198126,0.06492698444092827,A
-304.54461669921875,130.869140625,-30.33674430847168,-20.981765747070312,-3.795466899871826,-10.813562393188477,-21.44189453125,-33.3879508972168,-18.886857986450195,-10.077224731445312,-19.16798210144043,-12.752395629882812,-11.023820877075195,914.8846807379596,0.05551588208409507,A
-288.4188232421875,134.51060485839844,-42.66340255737305,-28.172653198242188,-13.873614311218262,-14.710018157958984,-26.318349838256836,-34.26805877685547,-13.673331260681152,-12.134552955627441,-25.217275619506836,-10.192817687988281,-11.68380355834961,967.5063697457975,0.061731794990723565,A
-279.4205627441406,132.7403106689453,-47.7712516784668,-27.411176681518555,-10.043368339538574,-13.316603660583496,-35.82427978515625,-42.03138732910156,-5.203551769256592,-9.356398582458496,-25.542081832885742,-9.40975570678711,-6.7653093338012695,1018.9905945219231,0.07029978985900216,A
-312.31988525390625,131.1702880859375,-34.09218978881836,-26.770877838134766,-6.7230987548828125,-10.77678108215332,-29.77707862854004,-36.504051208496094,-8.347301483154297,-1.611141324043274,-17.399873733520508,-13.53635311126709,-7.718105792999268,924.7222769980684,0.05238802365780911,A
-273.02587890625,131.6479949951172,-55.005611419677734,-27.018800735473633,-8.061846733093262,-17.708988189697266,-36.600799560546875,-40.86037826538086,-6.643249034881592,-7.481590270996094,-23.4642333984375,-8.483757019042969,-5.108898162841797,1067.2304073456094,0.07296064660904256,A
-289.96942138671875,132.4430694580078,-53.493587493896484,-19.961172103881836,-8.903704643249512,-21.603561401367188,-37.49256134033203,-39.675045013427734,-1.7663686275482178,-3.578453302383423,-25.82488250732422,-13.721214294433594,-6.127300262451172,1039.8200191049732,0.07404877867879747,A
-317.99249267578125,141.6698455810547,-24.83188247680664,-23.80714988708496,-4.319910049438477,-15.331387519836426,-15.370849609375,-17.265405654907227,-18.29581642150879,-18.79829978942871,-21.043718338012695,-18.39254379272461,-10.623048782348633,808.105217629241,0.04885746378755365,A
-309.9524230957031,133.22866821289062,-32.00385284423828,-1.4065972566604614,-8.858304977416992,-23.178125381469727,-15.218720436096191,-28.555767059326172,-19.149795532226562,-10.646374702453613,-20.44590187072754,-25.56808853149414,-18.374326705932617,862.318292077646,0.04461124501329787,A
-296.51318359375,126.63013458251953,-49.35777282714844,-27.696428298950195,-14.457732200622559,-14.918939590454102,-27.461111068725586,-39.77947998046875,-4.054699897766113,-2.127261161804199,-25.426010131835938,-19.339038848876953,-14.917030334472656,984.979627782716,0.06507804026572668,A
-274.51708984375,114.65126037597656,-53.09730529785156,-14.312592506408691,-13.106501579284668,-25.083133697509766,-27.41854476928711,-38.33574676513672,-8.678638458251953,-3.720472812652588,-21.253461837768555,-17.13083839416504,-14.944172859191895,1086.6665455208401,0.06714698304521277,A
-278.74609375,143.30319213867188,-51.21403121948242,-4.829974174499512,1.240296721458435,-22.710092544555664,-26.863561630249023,-25.212690353393555,-9.290810585021973,-10.973477363586426,-21.213212966918945,-12.464993476867676,-13.723980903625488,1026.4599692537402,0.05978092308208154,A
-284.3381042480469,135.3220672607422,-46.595603942871094,-9.955737113952637,-0.9766308069229126,-21.248971939086914,-24.19477081298828,-25.9445858001709,-11.864017486572266,-11.312408447265625,-21.738330841064453,-13.424479484558105,-13.460528373718262,1027.8800521677106,0.060494930186170214,A
-162.47508239746094,95.7305679321289,-83.7115707397461,-14.592530250549316,-39.5591926574707,-17.1214542388916,-10.91014289855957,-1.0041040182113647,-10.570740699768066,-6.690579414367676,-7.509890556335449,-13.838949203491211,-5.920563697814941,1562.455462623846,0.09403225540611815,A
-194.0203857421875,113.0384521484375,-80.53288269042969,1.332454800605774,-34.97178268432617,-21.162885665893555,-7.833515644073486,-25.273311614990234,-24.592498779296875,-10.607254981994629,-5.955395221710205,-16.473291397094727,-11.826942443847656,1329.8713343118848,0.07471416688413361,A
-155.11045837402344,93.64461517333984,-87.97542572021484,-15.51099967956543,-40.51637649536133,8.145034790039062,-6.615786552429199,-9.02541446685791,-7.63032865524292,9.091629981994629,-7.4272871017456055,-22.700990676879883,-4.586692810058594,1554.0928126871809,0.10457768822521098,A
-188.80841064453125,113.1770248413086,-80.43806457519531,1.6466561555862427,-33.33687210083008,-19.338659286499023,-12.339354515075684,-19.028751373291016,-21.63990592956543,-9.854325294494629,-2.129929304122925,-15.716139793395996,-12.657608032226562,1353.401482153511,0.07972856001420454,A
-138.2242431640625,91.17286682128906,-88.49296569824219,-8.126930236816406,-44.35109329223633,10.835512161254883,-5.339869499206543,-7.688290119171143,-14.116981506347656,7.405043601989746,-6.856438159942627,-16.965120315551758,0.6466206312179565,1643.2178334192276,0.09788287842827004,A
-149.41921997070312,83.03216552734375,-85.56101989746094,1.5865055322647095,-41.10446548461914,-8.658885955810547,-9.51961898803711,-8.225773811340332,-13.85456657409668,-3.395357131958008,-7.63063383102417,-15.675224304199219,-4.020988464355469,1739.4882902607806,0.10083735039893617,A
-166.29420471191406,97.74044036865234,-95.07173919677734,-5.859521865844727,-32.77717208862305,-6.786214828491211,-10.926491737365723,-6.514654636383057,-11.612208366394043,-7.777085781097412,-6.086339950561523,-13.17878532409668,-3.8147873878479004,1653.8709726004554,0.10954330119680851,A
-162.18429565429688,79.82020568847656,-74.58779907226562,4.112239837646484,-52.869667053222656,-14.33382797241211,-12.545108795166016,5.2095465660095215,10.308650016784668,-6.528061389923096,-17.3622989654541,-14.405966758728027,1.3122726678848267,1715.7219443118047,0.093256479680794,A
-146.40045166015625,79.2598876953125,-94.85980224609375,3.1025948524475098,-49.36259460449219,-7.172346591949463,-17.550121307373047,0.10357757657766342,-2.644151210784912,-10.263750076293945,-1.0353702306747437,-8.716944694519043,-1.7587378025054932,1916.0540451603595,0.12607820044259657,A
-155.89669799804688,58.73525619506836,-102.02999877929688,12.176231384277344,-47.81900405883789,2.349134683609009,-18.356868743896484,2.529001235961914,-0.11068882793188095,-7.527020454406738,-5.934757232666016,-7.608712196350098,-0.8308542966842651,2199.397346214221,0.17574667214324036,A
-165.57785034179688,112.51065063476562,-76.82251739501953,-19.980764389038086,-30.76103401184082,-18.40646743774414,-9.694138526916504,-1.7659460306167603,-14.928526878356934,-2.651522397994995,-0.2731533646583557,-15.478095054626465,-6.638325214385986,1376.151232764584,0.07963792396061269,A
-149.28237915039062,79.7443618774414,-89.05223083496094,8.208943367004395,-46.845947265625,-19.763540267944336,-8.366220474243164,8.21274185180664,-13.117706298828125,-2.7629377841949463,2.35416841506958,-17.413393020629883,-9.81640625,1840.5208074110308,0.10535335749452954,A
-90.51622772216797,80.25238037109375,-86.81320190429688,19.404272079467773,-52.860992431640625,5.927561283111572,-18.424848556518555,8.485130310058594,-8.803814888000488,2.585014581680298,1.5440593957901,-16.86981201171875,1.3347185850143433,1983.747842914215,0.10677327823229614,A
-90.68743133544922,87.17110443115234,-88.29702758789062,13.620718002319336,-52.71981430053711,2.3276455402374268,-16.518932342529297,7.635392189025879,-7.207436561584473,0.04606058821082115,-1.2719645500183105,-16.924219131469727,0.5421092510223389,1888.561707304538,0.09449394782725322,A
-100.19037628173828,84.36051940917969,-88.2265396118164,10.820195198059082,-47.414302825927734,-1.402253270149231,-18.63222312927246,4.992395401000977,-8.790900230407715,-1.211191177368164,-1.5440820455551147,-17.78548240661621,-0.15272562205791473,1881.9006644747155,0.10477461494399186,A
-99.48626708984375,93.08927917480469,-87.93377685546875,9.135710716247559,-47.91194152832031,-4.305837154388428,-18.593368530273438,3.244746208190918,-11.160073280334473,-1.4798965454101562,2.708940029144287,-15.464438438415527,0.5818475484848022,1779.647804238259,0.0950943317819149,A
-103.7958984375,101.28376007080078,-85.90509796142578,5.984740257263184,-42.9869384765625,-7.652126789093018,-22.58209991455078,1.4627776145935059,-9.127440452575684,-1.802111029624939,0.2552022933959961,-13.68686580657959,3.3478164672851562,1698.6808826476185,0.09601618059354486,A
-101.27738189697266,90.49805450439453,-92.89189910888672,9.24543285369873,-47.02254104614258,6.640987396240234,-19.538145065307617,-0.060007840394973755,-5.60001802444458,4.765575885772705,-2.885765552520752,-13.080409049987793,3.4007668495178223,1833.158057077968,0.10564583053916309,A
-103.88589477539062,95.18698120117188,-92.5833969116211,10.775224685668945,-41.518314361572266,-9.552828788757324,-29.071746826171875,3.35085391998291,-8.768649101257324,-4.543822765350342,-6.9780449867248535,-11.148738861083984,1.2132797241210938,1852.2518934220793,0.11116257041309013,A
-98.03693389892578,89.70954895019531,-88.34994506835938,14.58468246459961,-47.9107780456543,-9.441746711730957,-23.051687240600586,6.1054205894470215,-11.908339500427246,-4.7488861083984375,-3.3355801105499268,-14.947331428527832,-0.6886708736419678,1877.3717151230467,0.11380725254828326,A
-93.73634338378906,87.36632537841797,-96.78829956054688,9.441065788269043,-50.1857795715332,7.105525016784668,-19.197538375854492,1.655940294265747,-11.157129287719727,1.787171721458435,-5.056987285614014,-14.348474502563477,4.761089324951172,1947.835116042165,0.11602289727393617,A
-140.85595703125,83.86930084228516,-89.74164581298828,8.37071418762207,-49.690574645996094,5.5492377281188965,-15.74733829498291,-9.861156463623047,-7.962520599365234,-1.4232783317565918,-6.469660758972168,-14.186810493469238,-5.651756763458252,1854.887784289395,0.1253080572693133,A
-197.50332641601562,116.06431579589844,-64.68324279785156,-26.418432235717773,-30.0211238861084,-21.020936965942383,-21.083797454833984,-12.406917572021484,-14.306182861328125,-12.894330024719238,-11.838889122009277,-11.300090789794922,-0.6497507691383362,1268.8432060423572,0.07991077481019523,A #
-196.10032653808594,110.96414184570312,-74.25325012207031,-14.86646842956543,-34.622703552246094,-23.685123443603516,-19.626371383666992,-14.111701965332031,-14.941645622253418,-20.88893699645996,-0.8971871733665466,-10.656607627868652,-11.39193058013916,1436.86715652427,0.08474511077680526,A #
-153.31118774414062,97.00487518310547,-85.90878295898438,-16.26278305053711,-27.738149642944336,-3.0669009685516357,-17.953655242919922,-1.108024001121521,-4.49700927734375,6.362428665161133,-1.7748682498931885,-16.45542335510254,-0.9936411380767822,1536.664480850837,0.0896300601750547,A #
-217.0055389404297,110.48695373535156,-102.33475494384766,-41.24174880981445,-21.770071029663086,-18.75913429260254,-12.923917770385742,-10.755255699157715,-12.999021530151367,-11.049758911132812,-13.21532154083252,-14.880293846130371,-3.746642589569092,1419.4009739609114,0.09744119847074469,A #
-212.49526977539062,122.92594909667969,-90.45887756347656,-24.730220794677734,-30.356182098388672,-23.66899299621582,-35.993385314941406,-25.37433433532715,12.159477233886719,-20.966535568237305,-19.22510528564453,-8.809194564819336,-14.051544189453125,1316.7183450355408,0.08180580950797872,A #
-104.28779602050781,95.60963439941406,-86.25300598144531,9.115550994873047,-34.1788215637207,7.673119068145752,-24.4830379486084,2.254244804382324,-8.477593421936035,-1.456991195678711,-4.279935836791992,-14.266672134399414,-0.7977919578552246,1783.5609322283797,0.10776136668454936,A #
-190.5738067626953,117.0901107788086,-89.58805084228516,-33.02077102661133,-24.54880714416504,-11.579241752624512,-26.652053833007812,-10.991070747375488,6.808472633361816,-13.706287384033203,-18.23674774169922,-10.615077018737793,-7.422220706939697,1366.438698390079,0.09384011199034335,A #
-110.47344207763672,89.90269470214844,-83.9267807006836,12.381122589111328,-29.42900848388672,3.252932548522949,-26.98345184326172,-0.039894137531518936,-6.769708156585693,-5.627501487731934,-5.417984485626221,-13.826215744018555,-2.489410877227783,1788.8236947503888,0.10909553690159575,A #
-129.19984436035156,96.86011505126953,-73.63873291015625,9.792049407958984,-40.42085647583008,-9.00178337097168,-18.62273597717285,-0.15846848487854004,-12.770235061645508,-9.748185157775879,-9.804003715515137,-10.529918670654297,4.697790622711182,1580.8218735188154,0.0794682973444206,A #
-205.75315856933594,105.40587615966797,-79.7713851928711,-6.461570739746094,-47.25937271118164,-16.548076629638672,-22.674530029296875,-23.031021118164062,-12.131362915039062,-33.151390075683594,-1.181079626083374,-12.522921562194824,-13.231245994567871,1457.6955090604774,0.08848800162689804,A #
-187.23587036132812,114.50919342041016,-81.76005554199219,-17.128463745117188,-39.127601623535156,-17.66341781616211,-17.33638572692871,-29.3670597076416,-9.085264205932617,-9.20979118347168,-10.848755836486816,-12.861079216003418,-9.65180778503418,1402.0919120537806,0.08806538943872018,A #
-180.90420532226562,88.88859558105469,-85.96427917480469,-0.9154665470123291,-50.85425567626953,-11.478962898254395,-19.758262634277344,-14.560349464416504,-8.269679069519043,-15.595921516418457,1.8474054336547852,-16.16305160522461,-9.444162368774414,1638.4439573588672,0.10023449313256048,A #
-214.92430114746094,148.34298706054688,-75.0119857788086,-26.378475189208984,-10.585598945617676,-41.31427764892578,-28.692808151245117,-11.192834854125977,-12.4561767578125,-5.6932573318481445,-0.8973281383514404,-20.193283081054688,-11.932487487792969,1134.8560215976588,0.07387364093271334,B
-211.24765014648438,129.01162719726562,-74.74425506591797,-15.462380409240723,-24.134037017822266,-40.67531204223633,-24.592716217041016,-10.587526321411133,-32.744964599609375,-14.834638595581055,-8.32925796508789,-28.224365234375,-1.606894850730896,1300.1428088700031,0.08434295654296875,B
-222.85903930664062,130.43743896484375,-83.20648956298828,-22.7879695892334,-35.42931365966797,-52.48290252685547,-16.794727325439453,-2.2953548431396484,-19.931793212890625,-26.354337692260742,5.262401103973389,-13.279095649719238,-18.56327247619629,1238.8280776351799,0.07936336436170213,B
-225.8937225341797,142.71742248535156,-81.99220275878906,-29.398698806762695,-2.7740237712860107,-27.944570541381836,-31.245378494262695,-13.1033935546875,-47.10993957519531,-22.053712844848633,4.476795673370361,-13.875361442565918,-8.069135665893555,1239.661646102832,0.0716038044977925,B
-138.7289581298828,87.19841766357422,-85.16754150390625,1.0947855710983276,-41.7067756652832,-1.7495678663253784,-20.602188110351562,-4.40797233581543,-10.774020195007324,-11.308581352233887,-6.004439830780029,-10.756367683410645,6.337131977081299,1758.1437525997108,0.10665751911919831,B
-164.83506774902344,98.09815979003906,-78.14375305175781,-5.003750801086426,-46.83435821533203,-19.008195877075195,-8.746349334716797,-4.700738906860352,-17.608978271484375,-22.674983978271484,2.4975507259368896,-9.215863227844238,-14.369071006774902,1532.1059703678818,0.08669192596566523,B
-168.41600036621094,103.33719635009766,-77.56568145751953,-5.597719192504883,-37.87934875488281,-11.316664695739746,-23.003189086914062,-14.135618209838867,-11.460947036743164,-12.759307861328125,-4.374083042144775,-11.970663070678711,-2.8961825370788574,1444.0751148753145,0.08430268492879747,B
-135.6416778564453,92.26127624511719,-83.19927215576172,-3.670816659927368,-44.13083267211914,8.435500144958496,-15.98566722869873,-8.902331352233887,-15.288619041442871,-16.906635284423828,-5.303854942321777,-4.774199485778809,3.932044744491577,1782.4600052925018,0.11439598570478723,B
-179.24539184570312,104.99803924560547,-85.51376342773438,-13.677945137023926,-30.658231735229492,-11.212889671325684,-23.36810874938965,-18.230348587036133,-10.04861831665039,-15.457735061645508,-4.300966739654541,-14.673337936401367,-4.0708842277526855,1424.776744882771,0.0893628034468884,B
-161.27552795410156,72.72882080078125,-90.0582046508789,9.443181991577148,-50.446258544921875,-15.923870086669922,-11.200194358825684,-8.810259819030762,-18.622758865356445,-21.191574096679688,-0.2580603063106537,-12.807185173034668,-3.252610206604004,2035.9424456475338,0.14509811728809013,B
-161.42250061035156,99.8934555053711,-84.6711196899414,-5.395110130310059,-34.517478942871094,-16.78261375427246,-24.2205810546875,-8.281536102294922,-11.97535514831543,-19.46358871459961,0.2979970872402191,-11.827685356140137,-6.0653605461120605,1609.244324553518,0.09893353507242489,B
-224.1428985595703,170.7194366455078,-99.22480773925781,-30.887117385864258,-10.865304946899414,-36.67888641357422,-16.541648864746094,-16.846731185913086,-29.10324478149414,-20.063867568969727,-10.40859603881836,-12.489842414855957,-8.475944519042969,1194.9779100040487,0.07578256967905406,B
-166.90638732910156,97.39508819580078,-89.30474853515625,-7.886359214782715,-37.32746124267578,-16.27352523803711,-18.316020965576172,-10.842744827270508,-14.750938415527344,-18.248743057250977,-5.6325273513793945,-14.526111602783203,-6.482879161834717,1636.7472183868092,0.09874178513948498,B
-169.8857421875,97.67422485351562,-90.67579650878906,-13.990901947021484,-33.09396743774414,-12.927727699279785,-16.66586685180664,-6.988541603088379,-15.268806457519531,-14.239876747131348,-4.5558671951293945,-14.868049621582031,-1.3790497779846191,1718.58893402093,0.11614209090292842,B
-176.54991149902344,100.7065658569336,-88.93567657470703,-9.746824264526367,-36.506507873535156,-19.443098068237305,-15.534174919128418,-13.849717140197754,-13.627686500549316,-13.77198314666748,-9.941582679748535,-13.078230857849121,-3.3345870971679688,1626.2666639110566,0.10028154089095745,B
-173.13768005371094,105.39897155761719,-88.3656234741211,-24.762794494628906,-40.11378860473633,-3.010594129562378,-28.59483528137207,-11.68231201171875,-3.74965238571167,-19.832250595092773,2.6507740020751953,-13.157463073730469,-14.541302680969238,1593.04323046771,0.10638817320478723,B
-163.35313415527344,99.639404296875,-95.85304260253906,-19.150863647460938,-25.402700424194336,3.409803628921509,-36.84449768066406,-16.67378044128418,2.8477489948272705,-18.51963996887207,-3.6996312141418457,-10.396371841430664,-12.977790832519531,1693.2836125378537,0.10707176695478723,B
-174.7311248779297,119.76792907714844,-89.41236877441406,-25.084087371826172,-19.664669036865234,0.343299925327301,-34.38793182373047,-10.026134490966797,-4.133177280426025,-27.215044021606445,2.660818099975586,-10.628978729248047,-16.60052490234375,1424.5914085790712,0.0895851853118162,B
-147.63282775878906,90.2977294921875,-86.74881744384766,-3.1797800064086914,-41.9317741394043,-3.031717538833618,-19.00925636291504,-9.269890785217285,-3.90543532371521,-18.619680404663086,4.77849006652832,-15.169647216796875,-17.809612274169922,1777.3315874180573,0.09846935354077253,B
-131.457275390625,77.06147766113281,-87.64785766601562,1.3677830696105957,-41.910709381103516,15.50088882446289,-16.170616149902344,0.9816191792488098,-9.165119171142578,-8.670463562011719,-11.038591384887695,-9.82286262512207,8.017059326171875,1941.332433539145,0.11884514149678112,B
-193.3675079345703,111.7600326538086,-98.51752471923828,-14.657548904418945,-27.869651794433594,-26.954458236694336,-20.626800537109375,-8.705650329589844,-10.283364295959473,-25.873708724975586,-5.885548114776611,-12.476712226867676,-11.933771133422852,1526.37784277758,0.10112346600053648,B
-166.58522033691406,86.89122009277344,-82.4222183227539,9.489287376403809,-39.48598861694336,-27.897136688232422,-20.012670516967773,3.7780017852783203,-5.82937479019165,-29.677900314331055,-4.0270490646362305,-3.004761219024658,-8.417618751525879,1755.4097270010286,0.12076649767287234,B
-109.593017578125,74.87297821044922,-86.13811492919922,8.667160034179688,-49.061222076416016,19.36735725402832,-17.777652740478516,4.853682994842529,-7.825681686401367,-6.463757038116455,-9.610754013061523,-7.40366792678833,4.031533718109131,1990.260221600578,0.11032508303958785,B
-172.16790771484375,120.2854232788086,-89.17353057861328,-30.337535858154297,-21.7469425201416,-11.354683876037598,-28.879478454589844,-16.07231330871582,-26.549610137939453,-4.920008182525635,4.450352668762207,-19.431495666503906,-2.3265905380249023,1436.2728814255913,0.09964249692286652,B
-167.09693908691406,106.75409698486328,-92.90789031982422,-12.589780807495117,-12.578320503234863,-18.090560913085938,-27.132375717163086,-10.785902976989746,-26.084203720092773,-8.360100746154785,3.0161221027374268,-15.745760917663574,-5.759890079498291,1613.6396234670785,0.11797126475321888,B
-174.57330322265625,105.74380493164062,-89.6012954711914,-22.426891326904297,-15.468342781066895,-27.103330612182617,-38.5775146484375,-5.4879937171936035,-22.859474182128906,-22.443248748779297,3.1608333587646484,-18.92082977294922,-4.427474498748779,1518.6218976538103,0.10778429216179158,B
-204.4454803466797,123.4571304321289,-58.485408782958984,-23.643611907958984,-25.55400848388672,-32.9005126953125,-26.440343856811523,-13.738794326782227,-27.195297241210938,-18.635528564453125,-0.18843437731266022,-19.437429428100586,-8.379956245422363,1178.3182793407475,0.06558448680932971,B
-206.2536163330078,133.21803283691406,-73.61243438720703,-20.716449737548828,-25.86345100402832,-40.85152053833008,-31.585783004760742,-15.622361183166504,-17.43863868713379,-7.082251071929932,-11.247112274169922,-25.86551856994629,0.027914104983210564,1216.5499288415922,0.07813435006648936,B
-208.361083984375,129.57476806640625,-79.75985717773438,-7.7166876792907715,-25.922462463378906,-57.768924713134766,-18.85131072998047,5.606503963470459,-20.856319427490234,-27.436262130737305,6.398406982421875,-13.080536842346191,-18.38101577758789,1345.3848841072988,0.0865483754694206,B
-229.59291076660156,122.72786712646484,-80.38068389892578,-23.21495819091797,-36.548133850097656,-56.91303253173828,-13.86269474029541,1.5857970714569092,-19.17936134338379,-19.832748413085938,1.8530497550964355,-12.114733695983887,-11.174264907836914,1268.7221857289167,0.08922868327521459,B
-227.91616821289062,141.5205078125,-74.46637725830078,-11.912652015686035,-18.49941062927246,-54.034515380859375,-29.255550384521484,5.8346638679504395,-17.838293075561523,-41.47919845581055,-0.9853590130805969,-2.1100759506225586,-18.05523109436035,1244.6283518216585,0.07905775608588621,B
-225.14137268066406,137.86331176757812,-76.87025451660156,-14.780668258666992,-19.688270568847656,-54.128639221191406,-29.22751235961914,5.167351245880127,-15.053443908691406,-38.46340560913086,-3.241856813430786,-0.9003092646598816,-15.824216842651367,1286.589900635559,0.0820867841335837,B
-215.26174926757812,130.2732696533203,-72.13455963134766,-10.840804100036621,-23.701318740844727,-52.87189483642578,-30.374242782592773,5.3166656494140625,-13.335915565490723,-41.65079116821289,-1.8332219123840332,0.11237195879220963,-16.386619567871094,1307.3177344269786,0.0818338597074468,B
-193.62872314453125,116.13050079345703,-67.96244049072266,-8.745115280151367,-26.793798446655273,-55.63240432739258,-29.63401985168457,11.036212921142578,-11.774040222167969,-33.34388732910156,-2.1842494010925293,-10.030631065368652,-10.486889839172363,1385.881781278296,0.08682297315618222,B
-221.75216674804688,125.5481185913086,-77.5093002319336,-8.226020812988281,-30.169408798217773,-61.85049819946289,-24.820703506469727,3.3904545307159424,-16.242755889892578,-31.6301212310791,-3.77139949798584,-12.317940711975098,-12.356888771057129,1308.4356026265514,0.081884765625,B
-199.3242645263672,103.93011474609375,-75.30838012695312,-11.335826873779297,-29.484519958496094,-55.30219268798828,-24.666536331176758,9.613785743713379,-11.19198989868164,-22.863018035888672,-3.503943920135498,-12.381424903869629,-10.254709243774414,1438.6811057204243,0.0919091479121475,B
-204.1291961669922,113.96197509765625,-84.97880554199219,-8.182966232299805,-30.645605087280273,-65.69052124023438,-26.43325424194336,7.696636199951172,-16.49137306213379,-26.175823211669922,-3.776014804840088,-13.479504585266113,-11.858450889587402,1475.5195275283354,0.09482820044259657,B
-241.0637664794922,144.58096313476562,-83.37471008300781,-13.201048851013184,-10.275548934936523,-55.381683349609375,-22.05385971069336,7.013988018035889,-20.862546920776367,-26.99148941040039,3.328214645385742,-7.139942646026611,-13.271140098571777,1390.5980510708073,0.09510372504102844,B
-246.44654846191406,146.11788940429688,-67.32642364501953,-23.143657684326172,-17.578556060791016,-53.682308197021484,-27.296794891357422,2.224630355834961,-20.454734802246094,-30.800067901611328,-0.13313083350658417,-10.824969291687012,-13.468230247497559,1060.7291166317245,0.06536577085568669,B
-220.36773681640625,146.28839111328125,-82.23477935791016,-8.011116981506348,-0.694181501865387,-51.91291809082031,-29.791431427001953,-11.72978687286377,-22.038848876953125,-12.961750984191895,1.8610502481460571,-16.615100860595703,-17.927309036254883,1249.0451920154433,0.07472589189914162,B
-212.41453552246094,149.95436096191406,-85.38585662841797,-11.538996696472168,-8.911995887756348,-44.468990325927734,-24.965354919433594,-16.147794723510742,-20.372745513916016,-11.803234100341797,0.004861816298216581,-17.392595291137695,-13.102259635925293,1200.8701732326085,0.0707353515625,B
-148.14195251464844,77.99003601074219,-78.8995590209961,20.91183090209961,-39.731388092041016,-22.558063507080078,-35.98686218261719,-4.999427318572998,4.344305515289307,-11.673458099365234,-8.349749565124512,-9.091800689697266,-9.30312728881836,1788.6602453534383,0.11212514013452915,C
